jaw_width,face_height,eye_distance,cheek_width,temple_width,face_ratio,jaw_to_temple_ratio,eye_to_jaw_ratio,forehead_width,chin_width,jaw_angle,cheek_jaw_ratio,nose_length,face_shape
121.2023102090055,137.44089638822936,80.15609770940699,123.25988804148737,118.27087553578015,1.1339791803573833,1.0247857696152636,0.6613413355833153,118.27087553578015,121.2023102090055,74.5491611604589,1.0169763912002479,96.42095207992918,oval
218.2292372712694,248.0987706539474,149.164338901763,220.22715545545242,207.1955597979841,1.1368722805255866,1.053252480333281,0.6835213318201931,207.1955597979841,218.2292372712694,73.91111384180581,1.0091551352566912,172.04650534085255,oval
325.0384592629002,398.0113063720678,223.0201784592596,330.037876614185,314.0143308831621,1.224505270159877,1.0351070868285943,0.6861347391475132,314.0143308831621,325.0384592629002,70.71493223081247,1.0153810024900505,271.02951868754076,oval
200.8780724718355,242.5963726027246,135.36617007214173,205.75956842878534,196.5400722499104,1.2076797114664584,1.0220718358972065,0.6738723067502601,196.5400722499104,200.8780724718355,73.0575039710344,1.024300790508801,163.95731151735808,oval
145.41664278891878,173.2887763243771,103.23759005323593,148.33745312630927,141.28694207179942,1.1916708638083224,1.0292291747316658,0.7099434292613375,141.28694207179942,145.41664278891878,75.13469070467603,1.0200858050452328,120.14990636700472,oval
122.03687967167957,138.05795884337854,84.02380615040002,124.03628501370073,119.01680553602503,1.131280635942193,1.025375190688851,0.6885115907293963,119.01680553602503,122.03687967167957,72.59297519926412,1.016383615734852,93.02150289046077,oval
142.36923825040296,159.11002482559041,94.83142938920619,144.30869689661813,136.0624856453828,1.1175871050580695,1.0463518843941844,0.6660949412570014,136.0624856453828,142.36923825040296,74.33930550854535,1.013622736695437,109.63576058932597,oval
226.17913254763357,267.1872002922296,153.16004700965587,229.17678765529462,217.18655575334307,1.1813079185629987,1.0414048501441466,0.6771625891588394,217.18655575334307,226.17913254763357,71.2879134768203,1.013253455674253,185.13238506539042,oval
255.63450471327224,296.23301639081353,177.47675904185314,259.77105304479176,246.81166909204273,1.1588146784921616,1.0357472385875695,0.6942597958007144,246.81166909204273,255.63450471327224,73.78511162741533,1.0161814944980108,201.9925741209315,oval
123.01625908797584,143.1258187749506,82.02438661763951,125.03599481749245,117.00427342623003,1.1634707463555145,1.0513826160848416,0.6667767921554114,117.00427342623003,123.01625908797584,74.06218691792026,1.016418445370479,100.07996802557443,oval
193.83756085960223,225.49944567559362,136.61991070118586,199.90497742677644,191.84629264074925,1.1633423608694926,1.0103794980421217,0.704816497356467,191.84629264074925,193.83756085960223,68.76278869105344,1.0313015523940114,148.21605850919124,oval
263.24513290847375,308.09901006007794,183.63550854886427,270.51247660690257,258.14724480420085,1.170388248610846,1.0197479857208607,0.6975836799714412,258.14724480420085,263.24513290847375,72.00261395541357,1.0276067542755123,207.09901013766338,oval
222.02026934494066,265.0075470623431,158.01265772082945,227.01982292302142,219.02054698132775,1.1936187080766734,1.0136960773998462,0.7117037475318702,219.02054698132775,222.02026934494066,71.38479763714122,1.0225184556024172,181.00276240985937,oval
166.97305171793442,204.1886382735337,112.64102272262978,169.95587662684687,159.90622251807463,1.2228837897654714,1.044193584768479,0.6746060011702542,159.90622251807463,166.97305171793442,71.57039942494009,1.0178641096765202,140.80127840328723,oval
177.1016657177453,208.40585404445815,123.10158406779338,181.0994202089007,173.1040149736568,1.17675829416875,1.0230939227186433,0.6950899279738327,173.1040149736568,177.1016657177453,70.1234244081307,1.0225732179025735,140.22838514366484,oval
125.39936203984452,146.4923206178399,81.30190649671138,127.47548783981962,119.50732195141852,1.1682062670406035,1.0493027539418982,0.6483438605602988,119.50732195141852,125.39936203984452,71.35809490507904,1.0165561113406258,103.31021246711285,oval
249.0321264415497,293.027302482209,172.01162751395617,254.00787389370433,244.00204917172314,1.1766646603766016,1.0206148976490215,0.6907206309958928,244.00204917172314,249.0321264415497,71.22465744129552,1.0199803435936305,199.04019694524018,oval
121.33424908079334,142.0563268566381,82.29823813423954,124.25779653607253,118.20744477400736,1.1707850663174786,1.0264518390763282,0.6782770632176515,118.20744477400736,121.33424908079334,69.96955009475106,1.0240949894809377,97.0051545022222,oval
167.0748335327616,203.0615670184784,114.10959644131601,170.10584939971935,162.11107303327555,1.2153929034360533,1.0306195030765553,0.6829849476937551,162.11107303327555,167.0748335327616,69.38369078612685,1.0181416662394183,139.05754204644924,oval
176.0113632695344,201.0024875467963,117.01709276853532,177.02542190318317,166.02710622064097,1.1419858571232802,1.0601363071137606,0.6648269213695118,166.02710622064097,176.0113632695344,77.78286852659924,1.0057613248077393,143.0034964607509,oval
223.10983842045155,261.48996156640504,155.11608556174951,228.1074308302998,217.1128738697915,1.1720234455713512,1.0276214138930175,0.695245385232329,217.1128738697915,223.10983842045155,70.21442217062858,1.0223996953483971,177.341478509682,oval
215.11392330576837,256.1581542719263,151.16216457830973,218.14673960433146,206.15528128088303,1.1908022983143525,1.0434557968596465,0.7027074875271742,206.15528128088303,215.11392330576837,70.59002102831585,1.01409865178393,176.13914953808538,oval
147.41099009232656,178.63090438107287,108.29589096544707,152.3975065412817,146.4137971640651,1.2117882409526768,1.0068107852372958,0.7346527616266543,146.4137971640651,147.41099009232656,70.33275243223214,1.0338273045030901,117.42657280190033,oval
159.15401345866212,185.17289218457435,109.1146186356347,163.1502375113196,154.1590088188167,1.1634823914300487,1.032401639567598,0.6855913731888111,154.1590088188167,159.15401345866212,73.00322160169975,1.0251091629159288,124.10076550932311,oval
110.3675676999362,130.64838307457157,75.32595834106593,111.44954015158609,105.38500842150178,1.183757020266807,1.0472795832449526,0.682500846134978,105.38500842150178,110.3675676999362,72.81442442272252,1.0098033550453112,88.45903006477066,oval
133.15404612703287,150.6154042586614,89.98888820293314,134.3726162579266,126.84636376341263,1.131136519238551,1.049726946650083,0.6758254128986895,126.84636376341263,133.15404612703287,73.01027697475921,1.0091515816930654,102.1077861869505,oval
91.00549433962765,110.16351483136329,62.0,91.0,87.00574693662483,1.210514987372509,1.045971071381253,0.6812775475799221,87.00574693662483,91.00549433962765,68.68330639041942,0.9999396262866598,74.16872656315464,oval
116.1077086157504,136.2974687952788,80.09993757800315,118.15244390193544,112.16059914247963,1.1738881976074893,1.0351915869159782,0.6898761377083737,112.16059914247963,116.1077086157504,70.25411482884407,1.0176106764190131,92.26592003551474,oval
73.97972695272672,86.83317338436964,50.635955604688654,75.8023746329889,70.8590149522275,1.1737428206494505,1.044041142860978,0.6844571842911125,70.8590149522275,73.97972695272672,73.73315216274915,1.0246371236464127,59.53990258641679,oval
391.2505591050318,492.7961038807024,279.1146717748818,398.2825630127435,379.38107491017524,1.2595409576102625,1.0312864425239632,0.7133911128800535,379.38107491017524,391.2505591050318,67.92091394895327,1.0179731472430278,336.0074403938103,oval
349.7570585420686,412.48515124789645,239.60383970212163,355.81034273893727,334.72376670920755,1.179347610502285,1.0449125318487507,0.6850579104847493,334.72376670920755,349.7570585420686,75.55018418370216,1.0173071108903455,288.3400769924292,oval
117.83462988442744,135.4843164355196,77.64663547121665,118.82760622010359,110.8873302050329,1.1497835277150954,1.0626518797643414,0.6589458086079848,110.8873302050329,117.83462988442744,74.93355457598396,1.0084268634496503,96.0260381354974,oval
175.18276170902203,211.15160430363773,122.10241602851272,180.22485955050706,173.18487231857176,1.2053218150217304,1.0115361657383977,0.697000177627776,173.18487231857176,175.18276170902203,70.857163612418,1.0287819291823925,142.08800090085018,oval
155.0129026887762,183.04371062672436,104.01922899156675,158.01265772082945,149.00335566691106,1.1808288694149958,1.0403316220293666,0.6710359407978387,149.00335566691106,155.0129026887762,73.6407391514861,1.0193516473791602,127.01574705523721,oval
235.33168082517068,275.234445518725,158.91192529196795,237.2172000509238,223.1882613400624,1.1695596808455142,1.0544088627788801,0.6752678803582955,223.1882613400624,235.33168082517068,74.47499645335799,1.0080121776173174,195.6041921841145,oval
476.0672221441001,547.0914000420771,327.0382240656281,486.0658391617333,462.06925887793057,1.1491893887970275,1.03029408037263,0.6869580782997855,462.06925887793057,476.0672221441001,76.48491028213385,1.0210025318958142,382.04711751301045,oval
204.35263639111682,238.0756182392477,142.28492541376264,208.290662296705,199.25109786397664,1.1650234733629148,1.025603565460015,0.6962715427925242,199.25109786397664,204.35263639111682,70.94385746884427,1.019270736972784,161.01242188104618,oval
155.0290295396317,193.0,110.01818031580054,159.02829936838285,151.0132444522665,1.2449281310289142,1.0265922707768493,0.7096618010349826,151.0132444522665,155.0290295396317,69.90915194962626,1.0257969093957902,131.00381673829202,oval
74.81310045707235,87.69264507357501,52.46903848937962,76.79192665899195,70.71067811865476,1.1721562739388527,1.0580170130957252,0.7013349021604348,70.71067811865476,74.81310045707235,73.85940310708797,1.0264502632537607,59.53990258641679,oval
170.00294115102832,205.0219500443794,114.00438588054409,174.0028735394907,164.00304875214974,1.2059906061404,1.0365840296538995,0.6706024325735879,164.00304875214974,170.00294115102832,74.13732648316208,1.023528606983975,142.03168660548954,oval
125.78155667664477,155.63097378092831,85.47514258543241,127.76932339180638,118.6086000254619,1.2373115573773623,1.0604758563008334,0.6795522717624587,118.6086000254619,125.78155667664477,71.33144641207213,1.0158033241731275,110.3675676999362,oval
241.40629652103112,288.8390555309306,159.20113064925135,244.4606307772276,227.43130831088317,1.1964851774517289,1.0614470730258698,0.6594738121728398,227.43130831088317,241.40629652103112,69.75296313733118,1.0126522559693483,203.79646709401024,oval
166.0752841334315,202.0,112.11155159036913,167.0748335327616,156.02884348735012,1.2163158476833023,1.0643883555215603,0.6750646381570797,156.02884348735012,166.0752841334315,70.35234419480409,1.0060186523512253,142.03168660548954,oval
177.02259742756007,205.0780339285512,128.76334882255898,181.99450541156455,178.01685313475238,1.1584850573242311,0.994414822587389,0.727383682612897,178.01685313475238,177.02259742756007,68.84570074743029,1.0280862898649934,135.72398461583714,oval
177.341478509682,207.6174366473105,115.35163631262454,180.3995565404749,167.4305826305338,1.1707212457686575,1.0591940595525395,0.6504492760633372,167.4305826305338,177.341478509682,72.2155191800178,1.0172440088832684,142.50614021858848,oval
252.1606630701942,298.1358750637031,171.0730837975396,256.1952380509833,241.25090673404733,1.1823250757423285,1.0452216179571656,0.678428910023598,241.25090673404733,252.1606630701942,68.96082777472962,1.0160000173368278,198.01262586006985,oval
201.41995928904365,244.40130932546168,140.28898745090436,204.41379601191306,192.43960091415696,1.213391712460524,1.0466658542848082,0.6964999295307447,192.43960091415696,201.41995928904365,70.80417428118099,1.0148636546916048,169.29559947027565,oval
185.60711193270586,222.19360926903366,124.4025723206719,189.76301009416983,179.8054504179448,1.197117971156152,1.0322663273069617,0.6702467972551374,179.8054504179448,185.60711193270586,72.34987578006988,1.0223908346947974,154.05518491761322,oval
301.04152537482264,358.11311062288684,209.02152999152983,308.05843601498725,297.0420845604205,1.1895804413593944,1.013464222823243,0.6943278995523292,297.0420845604205,301.04152537482264,69.83083876206071,1.0233087798483214,243.10080213771406,oval
141.59802258506295,163.48700254148645,98.41239759298622,144.6789549312546,139.60659010233005,1.1545853505353438,1.014264602274672,0.6950125135671751,139.60659010233005,141.59802258506295,70.08708597293042,1.0217583006453415,108.18964830333815,oval
224.43707358633955,260.06922155457,166.43316977093238,231.48650068632512,225.49944567559362,1.1587623087347152,0.9952888039876496,0.7415582778346402,225.49944567559362,224.43707358633955,71.02630870303516,1.0314093700623561,173.04623659588788,oval
399.06139878469827,473.0010570812712,272.04595200076034,409.05989781448875,392.0624950183325,1.185283915010945,1.017851500348276,0.6817145252065201,392.0624950183325,399.06139878469827,72.4033732243862,1.025055039300318,323.0,oval
127.1416532848303,141.12760183606892,87.09190547921202,129.1394595001853,122.10241602851272,1.1100028841052307,1.0412705777676081,0.6849990009497796,122.10241602851272,127.1416532848303,72.23806179184133,1.0157132313741382,95.08417323613851,oval
53.75872022286245,65.11528238439882,37.48332962798263,54.74486277268398,51.78802950489621,1.211250604822,1.0380530160503583,0.6972511524193941,51.78802950489621,53.75872022286245,69.61301372505034,1.018343862088483,44.91102314577124,oval
142.08800090085018,171.14321488157222,96.08329719571451,144.08677940741129,135.09256086106296,1.204487457044293,1.0517825703739656,0.6762238653970646,135.09256086106296,142.08800090085018,71.57732796701505,1.0140671871930682,118.10588469674151,oval
184.13310403075272,209.28927349484493,126.0634760745554,188.09572031282372,181.0994202089007,1.1366194829360547,1.0167514827952107,0.684632330172966,181.0994202089007,184.13310403075272,75.15279124981717,1.021520390387864,142.22517358048822,oval
79.1012010022604,93.34345183246653,56.08029957123981,81.15417426109393,78.16009211867653,1.180051006176242,1.0120407852405664,0.7089690025014571,78.16009211867653,79.1012010022604,68.48287035254984,1.0259537558573208,60.207972893961475,oval
